,City,Colors Reported,Shape Reported,State,Time,Date,Location
2145,North Ridgeville,,CIRCLE,OH,21:30,1971-08-20,"North Ridgeville, OH"
2146,FREEWAY BY AIR FORCE BASE,,CIGAR,CA,04:00,1971-09-01,"FREEWAY BY AIR FORCE BASE, CA"
2147,Humboldt,,CIGAR,IA,08:00,1971-09-01,"Humboldt, IA"
2148,Dexter,,SPHERE,ME,14:00,1971-09-01,"Dexter, ME"
2149,Buffalo,,TRIANGLE,NY,15:00,1971-09-01,"Buffalo, NY"
2150,Orono,RED,RECTANGLE,ME,22:00,1971-09-01,"Orono, ME"
2151,Forest Grove,,CIRCLE,MI,22:30,1971-09-01,"Forest Grove, MI"
2152,Indianapolis,,OTHER,IN,19:00,1971-09-10,"Indianapolis, IN"
2153,Mojave Desert,,DISK,CA,01:00,1971-09-15,"Mojave Desert, CA"
2154,San Antonio,RED,OVAL,TX,10:30,1971-09-15,"San Antonio, TX"
2155,Houston,,CIRCLE,TX,18:00,1971-09-15,"Houston, TX"
2156,Crescent City,,,CA,19:00,1971-09-15,"Crescent City, CA"
2157,Blacksburg,,DISK,SC,20:00,1971-09-15,"Blacksburg, SC"
2158,Hazlet,,DISK,NJ,23:00,1971-09-15,"Hazlet, NJ"
2159,Woodland,,DISK,WA,16:00,1971-09-20,"Woodland, WA"
2160,St. Marys,,CIGAR,PA,07:30,1971-09-30,"St. Marys, PA"
2161,Pasadena,,DISK,CA,22:00,1971-10-01,"Pasadena, CA"
2162,Lexington,,OVAL,NC,21:00,1971-10-10,"Lexington, NC"
2163,Menands,,CHEVRON,NY,22:00,1971-10-12,"Menands, NY"
2164,Bristol,,DISK,CT,21:00,1971-10-13,"Bristol, CT"
2165,Lago Vista,,FORMATION,TX,00:00,1971-10-15,"Lago Vista, TX"
2166,Bremerton,,DISK,WA,18:00,1971-10-15,"Bremerton, WA"
2167,Litchfield,,CIRCLE,CT,20:30,1971-10-15,"Litchfield, CT"
2168,Tinley Park,,DISK,IL,20:30,1971-10-15,"Tinley Park, IL"
2169,Bristol,,TRIANGLE,CT,16:00,1971-10-29,"Bristol, CT"
2170,Holliston,,,MA,18:45,1971-10-29,"Holliston, MA"
2171,Monterey Park,,CIRCLE,CA,16:45,1971-11-12,"Monterey Park, CA"
2172,Lake Victor,,SPHERE,TX,21:00,1971-11-15,"Lake Victor, TX"
2173,Knox,,DISK,NY,21:00,1971-11-17,"Knox, NY"
2174,Vindoen Island,YELLOW,DISK,OH,08:05,1971-11-22,"Vindoen Island, OH"
2175,Mountainview,,TRIANGLE,CA,16:00,1971-12-20,"Mountainview, CA"
2176,Oxnard,BLUE,SPHERE,CA,08:00,1971-12-25,"Oxnard, CA"
2177,Seattle,,TRIANGLE,WA,16:00,1972-01-01,"Seattle, WA"
2178,Huntsville,,,AL,20:00,1972-01-01,"Huntsville, AL"
2179,Gering,,LIGHT,NE,19:30,1972-01-05,"Gering, NE"
2180,Malmstrom AFB,,,MT,23:00,1972-01-15,"Malmstrom AFB, MT"
2181,Blacksburg,,LIGHT,SC,21:00,1972-01-18,"Blacksburg, SC"
2182,Cherry Hill,,,NJ,06:30,1972-02-20,"Cherry Hill, NJ"
2183,Salinas,,CIGAR,CA,23:30,1972-03-01,"Salinas, CA"
2184,Scottsville,,DISK,KY,02:00,1972-03-04,"Scottsville, KY"
2185,Chicago,,OTHER,IL,18:00,1972-03-08,"Chicago, IL"
2186,Los Lunas,,,NM,01:00,1972-03-15,"Los Lunas, NM"
2187,Panama City,,SPHERE,FL,19:00,1972-03-15,"Panama City, FL"
2188,Millers Falls,,,MA,22:00,1972-03-15,"Millers Falls, MA"
2189,Anaheim,,CYLINDER,CA,17:30,1972-03-20,"Anaheim, CA"
2190,Boca Raton,,TEARDROP,FL,20:30,1972-03-24,"Boca Raton, FL"
2191,Indianapolis,,DISK,IN,19:00,1972-04-01,"Indianapolis, IN"
2192,Sulphur Springs,BLUE,DISK,TX,20:00,1972-04-01,"Sulphur Springs, TX"
2193,New Mexico,,,NM,01:00,1972-05-01,"New Mexico, NM"
2194,Moline,,SPHERE,IL,18:00,1972-05-01,"Moline, IL"
2195,Port Penn,BLUE,,DE,18:30,1972-05-01,"Port Penn, DE"
2196,Hico,,DISK,TX,03:00,1972-05-05,"Hico, TX"
2197,Livingston,,FIREBALL,MT,16:00,1972-05-08,"Livingston, MT"
2198,Schaumburg,,OVAL,IL,22:00,1972-05-15,"Schaumburg, IL"
2199,Wilmington,,OTHER,DE,17:00,1972-05-30,"Wilmington, DE"
2200,Gautier,,OTHER,MS,00:00,1972-06-01,"Gautier, MS"
2201,Oxford,,LIGHT,MI,00:00,1972-06-01,"Oxford, MI"
2202,Two Egg Mariana,,CIRCLE,FL,02:30,1972-06-01,"Two Egg Mariana, FL"
2203,Burnsville,,CYLINDER,NC,06:00,1972-06-01,"Burnsville, NC"
2204,Nevada Desert,,OVAL,NV,12:00,1972-06-01,"Nevada Desert, NV"
2205,Austin,,LIGHT,TX,18:00,1972-06-01,"Austin, TX"
2206,Farmers Branch,,SPHERE,TX,18:00,1972-06-01,"Farmers Branch, TX"
2207,Shelter Cove,,DISK,CA,19:20,1972-06-01,"Shelter Cove, CA"
2208,Monterey,,,CA,20:00,1972-06-01,"Monterey, CA"
2209,Stratford,,CIGAR,WI,20:00,1972-06-01,"Stratford, WI"
2210,Newnan,,,GA,21:00,1972-06-01,"Newnan, GA"
2211,Greenville,GREEN,CIRCLE,SC,21:30,1972-06-01,"Greenville, SC"
2212,Bilxoi,,DISK,MS,22:00,1972-06-01,"Bilxoi, MS"
2213,Sierra Vista,,SPHERE,AZ,22:00,1972-06-01,"Sierra Vista, AZ"
2214,Texas City,ORANGE,LIGHT,TX,22:00,1972-06-01,"Texas City, TX"
2215,Winnebago,,TRIANGLE,IL,22:00,1972-06-01,"Winnebago, IL"
2216,Moreland,,LIGHT,KY,22:30,1972-06-01,"Moreland, KY"
2217,Vienna,,CIGAR,MO,23:00,1972-06-01,"Vienna, MO"
2218,Tate,,CIRCLE,GA,23:30,1972-06-01,"Tate, GA"
2219,Asheville,,OTHER,NC,05:00,1972-06-02,"Asheville, NC"
2220,Lyndhurst,,OVAL,OH,14:00,1972-06-07,"Lyndhurst, OH"
2221,Anderson,RED ORANGE,CIRCLE,CA,13:00,1972-06-09,"Anderson, CA"
2222,Millerton,BLUE,DISK,NY,00:00,1972-06-10,"Millerton, NY"
2223,LaCoste,,CIRCLE,TX,05:00,1972-06-10,"LaCoste, TX"
2224,Broadelbin,,LIGHT,NY,22:00,1972-06-11,"Broadelbin, NY"
2225,Allentown,,CHEVRON,PA,22:15,1972-06-14,"Allentown, PA"
2226,Ohio City,,DISK,OH,00:00,1972-06-15,"Ohio City, OH"
2227,Two Egg,,CIRCLE,FL,02:00,1972-06-15,"Two Egg, FL"
2228,Union Grove,,FORMATION,AL,20:30,1972-06-15,"Union Grove, AL"
2229,Chermont,,OTHER,FL,21:00,1972-06-15,"Chermont, FL"
2230,Greensboro,RED,DISK,NC,21:00,1972-06-15,"Greensboro, NC"
2231,Lowell,,OTHER,OH,22:00,1972-06-15,"Lowell, OH"
2232,Provo,,DISK,UT,18:30,1972-06-16,"Provo, UT"
2233,Pocono Mts.,,LIGHT,PA,05:30,1972-06-20,"Pocono Mts., PA"
2234,Arlington Heights,,DISK,IL,16:00,1972-06-20,"Arlington Heights, IL"
2235,Arlington Heights,,DISK,IL,16:00,1972-06-20,"Arlington Heights, IL"
2236,Los Angeles,,LIGHT,CA,20:00,1972-06-20,"Los Angeles, CA"
2237,Oregon City,,TRIANGLE,OR,03:15,1972-06-22,"Oregon City, OR"
2238,Williamsport,,CIGAR,PA,18:00,1972-06-22,"Williamsport, PA"
2239,Millerton,,DISK,NY,23:45,1972-06-22,"Millerton, NY"
2240,Buffalo,RED,DISK,NY,23:00,1972-06-24,"Buffalo, NY"
2241,Albany,,CIGAR,NY,15:00,1972-06-25,"Albany, NY"
2242,Arroy Seco,GREEN,CIRCLE,CA,00:00,1972-06-30,"Arroy Seco, CA"
2243,Fairfield,,FIREBALL,CA,00:00,1972-06-30,"Fairfield, CA"
2244,Loomis,,,CA,00:00,1972-06-30,"Loomis, CA"
2245,Roanoke,,,VA,03:30,1972-06-30,"Roanoke, VA"
2246,Roanoke,,OVAL,FL,03:30,1972-06-30,"Roanoke, FL"
2247,Burnsville,,CIRCLE,NC,05:00,1972-06-30,"Burnsville, NC"
2248,Dallas,GREEN,,TX,12:00,1972-06-30,"Dallas, TX"
2249,Sanford,,CIRCLE,FL,14:00,1972-06-30,"Sanford, FL"
2250,Fort Stockton,,OTHER,TX,15:00,1972-06-30,"Fort Stockton, TX"
2251,Beachwood,,DISK,OH,16:30,1972-06-30,"Beachwood, OH"
2252,Tarpon Springs,,LIGHT,FL,18:00,1972-06-30,"Tarpon Springs, FL"
2253,Lenoir,,DISK,NC,19:00,1972-06-30,"Lenoir, NC"
2254,Hutsonville,,DISK,IL,20:00,1972-06-30,"Hutsonville, IL"
2255,Conway,,DISK,NC,21:00,1972-06-30,"Conway, NC"
2256,Greensboro,ORANGE,LIGHT,NC,21:00,1972-06-30,"Greensboro, NC"
2257,Highway,,CIRCLE,KS,21:00,1972-06-30,"Highway, KS"
2258,Fort Collins,,OTHER,CO,23:00,1972-06-30,"Fort Collins, CO"
2259,Osowatomie,,CIRCLE,KS,23:00,1972-06-30,"Osowatomie, KS"
2260,Goshen,BLUE,OVAL,WI,00:00,1972-07-01,"Goshen, WI"
2261,Stone Mountain,,CIRCLE,GA,03:00,1972-07-01,"Stone Mountain, GA"
2262,Salt Lake,,OVAL,UT,12:00,1972-07-01,"Salt Lake, UT"
2263,Bedford Park,,OTHER,IL,15:00,1972-07-01,"Bedford Park, IL"
2264,Provo,,DISK,UT,19:00,1972-07-01,"Provo, UT"
2265,Campbell,,OVAL,CA,21:30,1972-07-01,"Campbell, CA"
2266,Rehobeth Beach,RED YELLOW,DISK,DE,21:00,1972-07-04,"Rehobeth Beach, DE"
2267,Powell,,FIREBALL,WY,01:00,1972-07-05,"Powell, WY"
2268,Park City,,DISK,KS,14:00,1972-07-05,"Park City, KS"
2269,Bryan,,TRIANGLE,TX,21:00,1972-07-09,"Bryan, TX"
2270,Southington,,DISK,CT,12:15,1972-07-12,"Southington, CT"
2271,East Brunswick,,DISK,NJ,00:00,1972-07-15,"East Brunswick, NJ"
2272,Sioux Falls,,CYLINDER,SD,00:00,1972-07-15,"Sioux Falls, SD"
2273,Kekaha Highway,,CIRCLE,HI,13:00,1972-07-15,"Kekaha Highway, HI"
2274,Brea,,OTHER,CA,16:00,1972-07-15,"Brea, CA"
2275,Indianapolis,RED YELLOW,CIGAR,IN,17:00,1972-07-15,"Indianapolis, IN"
2276,Morton,ORANGE,TRIANGLE,MN,17:00,1972-07-15,"Morton, MN"
2277,Chesterfield,,CIGAR,NH,20:00,1972-07-15,"Chesterfield, NH"
2278,Houston,,LIGHT,TX,20:00,1972-07-15,"Houston, TX"
2279,Cincinnati,,TRIANGLE,PA,21:00,1972-07-15,"Cincinnati, PA"
2280,El Paso,,LIGHT,TX,22:00,1972-07-15,"El Paso, TX"
2281,Medford,,LIGHT,OR,22:00,1972-07-15,"Medford, OR"
2282,Mariemont,,OVAL,OH,23:00,1972-07-15,"Mariemont, OH"
2283,Williamsport,,FIREBALL,PA,15:00,1972-07-20,"Williamsport, PA"
2284,Wayland,,LIGHT,MA,22:00,1972-07-21,"Wayland, MA"
2285,West Pittson,,CIRCLE,PA,00:00,1972-07-28,"West Pittson, PA"
2286,Mojave,,LIGHT,CA,18:00,1972-07-30,"Mojave, CA"
2287,Phoenix,,DISK,AZ,15:00,1972-08-01,"Phoenix, AZ"
2288,Ponca City,,LIGHT,OK,02:00,1972-08-02,"Ponca City, OK"
2289,Tucson,,CYLINDER,AZ,23:00,1972-08-02,"Tucson, AZ"
2290,High Island,,LIGHT,TX,23:00,1972-08-04,"High Island, TX"
2291,Bloomington,,CIRCLE,IL,12:10,1972-08-10,"Bloomington, IL"
2292,Cincinnati,,DIAMOND,OH,16:00,1972-08-10,"Cincinnati, OH"
2293,Milford,,CIRCLE,CT,06:00,1972-08-14,"Milford, CT"
2294,Ellensburg,,CIRCLE,WA,01:00,1972-08-15,"Ellensburg, WA"
2295,Mt. Sterling,,DISK,OH,01:00,1972-08-15,"Mt. Sterling, OH"
2296,Roanoke,,CIRCLE,VA,09:00,1972-08-15,"Roanoke, VA"
2297,Aberdeen,,TRIANGLE,MD,01:30,1972-08-18,"Aberdeen, MD"
2298,Milwaukie,,LIGHT,OR,19:00,1972-08-20,"Milwaukie, OR"
2299,Sayreville,GREEN,LIGHT,NJ,22:30,1972-08-22,"Sayreville, NJ"
2300,Coldwater,,TRIANGLE,AL,08:30,1972-08-25,"Coldwater, AL"
2301,Cincinnati,,DIAMOND,OH,17:00,1972-08-25,"Cincinnati, OH"
2302,Waukesha,,OVAL,WI,01:15,1972-08-28,"Waukesha, WI"
2303,Bixby South,,CIRCLE,OK,23:15,1972-08-28,"Bixby South, OK"
2304,Anchorage,BLUE,CIRCLE,AK,01:30,1972-08-30,"Anchorage, AK"
2305,Onawa,RED,DISK,IA,10:00,1972-09-01,"Onawa, IA"
2306,Lago Vista,,LIGHT,TX,19:00,1972-09-01,"Lago Vista, TX"
2307,Loveland,,DISK,OH,22:00,1972-09-01,"Loveland, OH"
2308,Panama City,,,FL,03:00,1972-09-15,"Panama City, FL"
2309,Tupelo,,OVAL,MS,07:00,1972-09-15,"Tupelo, MS"
2310,Maple Valley,,DISK,WA,18:00,1972-09-15,"Maple Valley, WA"
2311,Rensselaer,,LIGHT,IN,21:00,1972-09-15,"Rensselaer, IN"
2312,Hermann,ORANGE GREEN,DISK,MO,16:00,1972-09-20,"Hermann, MO"
2313,Hartville,,CHEVRON,MO,17:30,1972-09-20,"Hartville, MO"
2314,Sweet Home,,,OR,00:00,1972-10-01,"Sweet Home, OR"
2315,Potwin,,,KS,01:00,1972-10-01,"Potwin, KS"
2316,Denton,,,TX,04:00,1972-10-01,"Denton, TX"
2317,Mosheim,,DISK,TX,20:00,1972-10-01,"Mosheim, TX"
2318,Monroe,,RECTANGLE,WA,23:00,1972-10-01,"Monroe, WA"
2319,Pickens,,CHEVRON,SC,23:00,1972-10-01,"Pickens, SC"
2320,Greenville,,LIGHT,SC,22:00,1972-10-04,"Greenville, SC"
2321,Fortuna,,SPHERE,CA,21:45,1972-10-05,"Fortuna, CA"
2322,Eatonton,,DISK,GA,18:45,1972-10-08,"Eatonton, GA"
2323,Harlan County,,CIRCLE,KY,19:00,1972-10-10,"Harlan County, KY"
2324,West Bloomfield,,DISK,MI,22:30,1972-10-10,"West Bloomfield, MI"
2325,North Tarrytown,,DISK,NY,16:00,1972-10-15,"North Tarrytown, NY"
2326,New Albany,,DISK,IN,21:00,1972-10-17,"New Albany, IN"
2327,Wellsville,,DISK,NY,20:00,1972-10-25,"Wellsville, NY"
2328,Monroeville,,CYLINDER,AL,15:30,1972-10-29,"Monroeville, AL"
2329,Winding Stair Camp Ground,,LIGHT,OK,01:00,1972-11-01,"Winding Stair Camp Ground, OK"
2330,Trinidad,,LIGHT,CA,08:00,1972-11-01,"Trinidad, CA"
2331,Crescent City,,,CA,19:30,1972-11-01,"Crescent City, CA"
2332,Hiawassee,,CIRCLE,GA,22:00,1972-11-01,"Hiawassee, GA"
2333,Tucson,,TRIANGLE,AZ,20:00,1972-11-08,"Tucson, AZ"
2334,Lebanon,,OVAL,TN,21:00,1972-11-20,"Lebanon, TN"
2335,Chattanooga,,CIRCLE,TN,17:00,1972-12-01,"Chattanooga, TN"
2336,Eddington,,CIRCLE,ME,19:00,1972-12-01,"Eddington, ME"
2337,Osowatomie,,CIRCLE,KS,20:00,1972-12-01,"Osowatomie, KS"
2338,Colorado Springs,,DISK,CO,02:00,1972-12-24,"Colorado Springs, CO"
2339,Chattanooga,,OVAL,TN,23:30,1973-01-01,"Chattanooga, TN"
2340,Mussel Shoals,ORANGE,OVAL,AL,21:00,1973-01-08,"Mussel Shoals, AL"
2341,Farmington,,LIGHT,NM,03:00,1973-01-12,"Farmington, NM"
2342,Scranton,,RECTANGLE,PA,19:00,1973-01-14,"Scranton, PA"
2343,Glendora,,DISK,CA,23:38,1973-01-28,"Glendora, CA"
2344,Honolulu,BLUE,SPHERE,HI,22:00,1973-02-01,"Honolulu, HI"
2345,Port Sulphur,,CIRCLE,LA,23:00,1973-02-01,"Port Sulphur, LA"
2346,Roanoke,,SPHERE,VA,21:00,1973-02-02,"Roanoke, VA"
2347,Fort Rucker,,LIGHT,AL,16:00,1973-02-03,"Fort Rucker, AL"
2348,Houston,,RECTANGLE,TX,16:00,1973-02-10,"Houston, TX"
2349,Lake Okeechoobee,,,FL,22:00,1973-02-15,"Lake Okeechoobee, FL"
2350,Santa Fe,,,NM,01:00,1973-03-01,"Santa Fe, NM"
2351,Winston-Salem,,LIGHT,NC,06:00,1973-03-01,"Winston-Salem, NC"
2352,St. Augustine,,LIGHT,FL,20:00,1973-03-01,"St. Augustine, FL"
2353,Plain,,OTHER,WA,02:00,1973-03-12,"Plain, WA"
2354,New Orleans,,CIRCLE,LA,04:00,1973-03-13,"New Orleans, LA"
2355,Inkster,,FIREBALL,MI,05:00,1973-03-15,"Inkster, MI"
2356,Hartford,,TRIANGLE,CT,17:00,1973-03-15,"Hartford, CT"
2357,Sacramento,,CYLINDER,CA,17:00,1973-03-23,"Sacramento, CA"
2358,Lufkin,,DISK,TX,00:00,1973-04-01,"Lufkin, TX"
2359,Houston,,DISK,TX,21:30,1973-04-05,"Houston, TX"
2360,Goose Creek,BLUE,CIRCLE,SC,11:00,1973-04-15,"Goose Creek, SC"
2361,Mayfield,,CIGAR,KY,15:00,1973-04-15,"Mayfield, KY"
2362,Glenolden,,OVAL,PA,18:30,1973-04-15,"Glenolden, PA"
2363,Oakcliff,RED GREEN,CIRCLE,TX,16:00,1973-04-16,"Oakcliff, TX"
2364,Grand Chenier,,SPHERE,LA,18:30,1973-04-25,"Grand Chenier, LA"
2365,Ocean Springs,,TRIANGLE,MS,20:00,1973-04-28,"Ocean Springs, MS"
2366,Gaithersburg,GREEN,DISK,MD,09:00,1973-05-01,"Gaithersburg, MD"
2367,Brownfield,,LIGHT,TX,14:00,1973-05-01,"Brownfield, TX"
2368,Rockville,,OTHER,MD,20:00,1973-05-01,"Rockville, MD"
2369,Texas City,,DISK,TX,20:00,1973-05-01,"Texas City, TX"
2370,Hampton,ORANGE,FIREBALL,AR,03:00,1973-05-05,"Hampton, AR"
2371,San Luis Obispo,,,CA,16:00,1973-05-14,"San Luis Obispo, CA"
2372,Madison,,DISK,AL,20:00,1973-05-14,"Madison, AL"
2373,Tacoma,,SPHERE,WA,01:30,1973-05-15,"Tacoma, WA"
2374,Chugiak,,RECTANGLE,AK,22:00,1973-05-15,"Chugiak, AK"
2375,Huntsville,,DISK,AL,20:10,1973-05-19,"Huntsville, AL"
2376,Huntsville,,CYLINDER,AL,20:00,1973-05-21,"Huntsville, AL"
2377,Peoria,,OVAL,IL,00:00,1973-05-23,"Peoria, IL"
2378,Bentonville,,OTHER,AR,00:00,1973-06-01,"Bentonville, AR"
2379,Schenectady,,CIRCLE,NY,00:00,1973-06-01,"Schenectady, NY"
2380,Sultan,,CIRCLE,WA,00:00,1973-06-01,"Sultan, WA"
2381,Folkston,,LIGHT,GA,02:00,1973-06-01,"Folkston, GA"
2382,Oak Harbor,,,WA,03:00,1973-06-01,"Oak Harbor, WA"
2383,San Rafael,,OVAL,CA,13:00,1973-06-01,"San Rafael, CA"
2384,Gainsville,,SPHERE,GA,18:00,1973-06-01,"Gainsville, GA"
2385,Eddington,,CIRCLE,ME,19:00,1973-06-01,"Eddington, ME"
2386,Landis,,LIGHT,NC,19:30,1973-06-01,"Landis, NC"
2387,Austin,,SPHERE,TX,21:00,1973-06-01,"Austin, TX"
2388,Fredericktown,,LIGHT,MO,21:00,1973-06-01,"Fredericktown, MO"
2389,Pensacola,,CIRCLE,FL,21:00,1973-06-01,"Pensacola, FL"
2390,Honolulu,,DISK,HI,22:30,1973-06-01,"Honolulu, HI"
2391,Larchwood,,DIAMOND,IA,22:00,1973-06-06,"Larchwood, IA"
2392,Brockton,,SPHERE,MA,23:00,1973-06-06,"Brockton, MA"
2393,La Porte,,DISK,TX,15:00,1973-06-07,"La Porte, TX"
2394,Clearfield,,LIGHT,PA,17:00,1973-06-08,"Clearfield, PA"
2395,St. Charles,,SPHERE,MO,21:00,1973-06-10,"St. Charles, MO"
2396,Irwin,,OTHER,PA,21:00,1973-06-12,"Irwin, PA"
2397,Blackhawk,,CIRCLE,CO,00:00,1973-06-15,"Blackhawk, CO"
2398,Mechanicsburg,RED,DISK,PA,00:00,1973-06-15,"Mechanicsburg, PA"
2399,Fort Lawn,,OVAL,SC,06:00,1973-06-15,"Fort Lawn, SC"
2400,Huntington Beach,,CIGAR,CA,06:00,1973-06-15,"Huntington Beach, CA"
2401,Los Alamos,,CIGAR,NM,08:00,1973-06-15,"Los Alamos, NM"
2402,Hillsboro,RED,CIRCLE,WV,14:00,1973-06-15,"Hillsboro, WV"
2403,Bridgeport,,DISK,AL,15:30,1973-06-15,"Bridgeport, AL"
2404,Tampa,,CIGAR,FL,19:30,1973-06-15,"Tampa, FL"
2405,River Vale,,CIRCLE,NJ,20:00,1973-06-15,"River Vale, NJ"
2406,Decatur,,CIRCLE,AL,21:00,1973-06-15,"Decatur, AL"
2407,Medaryville,,DISK,IN,21:00,1973-06-15,"Medaryville, IN"
2408,Ballwin,,DISK,MO,21:30,1973-06-15,"Ballwin, MO"
2409,Upper Freehold,RED GREEN,DISK,NJ,21:50,1973-06-15,"Upper Freehold, NJ"
2410,Citrus Heights,,CHEVRON,CA,22:00,1973-06-15,"Citrus Heights, CA"
2411,Hampton,BLUE,FORMATION,VA,22:00,1973-06-15,"Hampton, VA"
2412,Whitesburg,,LIGHT,KY,22:00,1973-06-15,"Whitesburg, KY"
2413,Calera,,DISK,AL,22:30,1973-06-15,"Calera, AL"
2414,San Jose,,TRIANGLE,CA,22:30,1973-06-15,"San Jose, CA"
2415,Weslaco,ORANGE,FORMATION,TX,23:00,1973-06-15,"Weslaco, TX"
2416,Teterboro Airport,,CIGAR,NJ,02:00,1973-06-21,"Teterboro Airport, NJ"
2417,Jackson,,OVAL,TN,21:00,1973-06-21,"Jackson, TN"
2418,Hinsdale,,DISK,MA,10:00,1973-06-22,"Hinsdale, MA"
2419,East Liverpool,,SPHERE,OH,22:00,1973-06-25,"East Liverpool, OH"
2420,Los Alamos,,,NM,00:00,1973-06-30,"Los Alamos, NM"
2421,Ocala,,,FL,02:00,1973-06-30,"Ocala, FL"
2422,Whitesburg,,CIGAR,KY,17:30,1973-06-30,"Whitesburg, KY"
2423,West Allis,,LIGHT,WI,20:00,1973-06-30,"West Allis, WI"
2424,Newport Beach,,FORMATION,CA,23:00,1973-06-30,"Newport Beach, CA"
2425,Dobson,,DISK,MT,00:00,1973-07-01,"Dobson, MT"
2426,Erie,,LIGHT,PA,00:00,1973-07-01,"Erie, PA"
2427,Titusville,,,PA,00:00,1973-07-01,"Titusville, PA"
2428,Gaithersburg,GREEN,DISK,MD,08:00,1973-07-01,"Gaithersburg, MD"
2429,Perth,ORANGE,LIGHT,NY,20:00,1973-07-01,"Perth, NY"
2430,Powell,,SPHERE,OK,20:00,1973-07-01,"Powell, OK"
2431,Macon,,DISK,GA,21:00,1973-07-01,"Macon, GA"
2432,Richmond,,OTHER,CA,21:00,1973-07-01,"Richmond, CA"
2433,Alabama,,,AL,22:00,1973-07-01,"Alabama, AL"
2434,Wolf Lake,,LIGHT,IN,22:00,1973-07-01,"Wolf Lake, IN"
2435,Fort Huachuca,,OTHER,AZ,22:30,1973-07-01,"Fort Huachuca, AZ"
2436,Oakcliff,,DISK,TX,08:00,1973-07-04,"Oakcliff, TX"
2437,Powell,,,WY,01:00,1973-07-05,"Powell, WY"
2438,Stockton,,VARIOUS,CA,20:00,1973-07-05,"Stockton, CA"
2439,Portland,,FIREBALL,OR,17:30,1973-07-07,"Portland, OR"
2440,Odessa,,DISK,TX,18:00,1973-07-07,"Odessa, TX"
2441,Odessa,,DISK,TX,18:00,1973-07-07,"Odessa, TX"
2442,Odessa,,DISK,TX,18:00,1973-07-07,"Odessa, TX"
2443,Greensboro,,CIGAR,NC,20:30,1973-07-08,"Greensboro, NC"
2444,Bar Harbor,,CIRCLE,ME,00:00,1973-07-10,"Bar Harbor, ME"
2445,Norwalk,,CIGAR,CT,00:00,1973-07-12,"Norwalk, CT"
2446,Green Bay,,OTHER,WI,01:00,1973-07-14,"Green Bay, WI"
2447,Lexington,,OVAL,NC,20:00,1973-07-14,"Lexington, NC"
2448,Rochester,,SPHERE,NY,16:30,1973-07-15,"Rochester, NY"
2449,Columbus?,,OTHER,OH,18:00,1973-07-15,"Columbus?, OH"
2450,Poland,,CONE,OH,18:00,1973-07-15,"Poland, OH"
2451,Connellsville,,TRIANGLE,PA,20:00,1973-07-15,"Connellsville, PA"
2452,Cleveland,,OVAL,OH,21:00,1973-07-15,"Cleveland, OH"
2453,Dallas,,CIRCLE,TX,21:00,1973-07-15,"Dallas, TX"
2454,Decatur,,TRIANGLE,GA,21:00,1973-07-15,"Decatur, GA"
2455,Asheville,ORANGE,DISK,NC,21:00,1973-07-17,"Asheville, NC"
2456,Martinsburg,,DISK,WV,19:00,1973-07-20,"Martinsburg, WV"
2457,Salem,RED,CIRCLE,IL,21:30,1973-07-20,"Salem, IL"
2458,Kenosha,,OTHER,WI,01:00,1973-07-22,"Kenosha, WI"
2459,Warm Springs,GREEN,DISK,OR,09:00,1973-07-22,"Warm Springs, OR"
2460,Gilmanton,,CIRCLE,NH,19:45,1973-07-22,"Gilmanton, NH"
2461,Nags Head,GREEN,,NC,20:10,1973-07-23,"Nags Head, NC"
2462,Blackfoot,,TRIANGLE,ID,02:24,1973-07-24,"Blackfoot, ID"
2463,St. Croix Falls,,DIAMOND,WI,05:32,1973-07-24,"St. Croix Falls, WI"
2464,Milwaukee,,,WI,20:00,1973-07-25,"Milwaukee, WI"
2465,Burlington,,DISK,NC,18:20,1973-07-31,"Burlington, NC"
2466,Morrow,,TRIANGLE,GA,00:00,1973-08-01,"Morrow, GA"
2467,Scituate,,TRIANGLE,MA,00:00,1973-08-01,"Scituate, MA"
2468,Kittery,,FORMATION,ME,04:00,1973-08-01,"Kittery, ME"
2469,Steubenville,,CYLINDER,OH,13:00,1973-08-01,"Steubenville, OH"
2470,Appleton,ORANGE,,WI,22:00,1973-08-01,"Appleton, WI"
2471,Piedmont,,OVAL,MO,22:00,1973-08-01,"Piedmont, MO"
2472,Charles City Co.,,CIGAR,VA,21:30,1973-08-02,"Charles City Co., VA"
2473,San Antonio,,SPHERE,TX,21:45,1973-08-03,"San Antonio, TX"
2474,Irvington,,OVAL,NJ,22:00,1973-08-03,"Irvington, NJ"
2475,Victory Lakes,,OVAL,NJ,20:00,1973-08-05,"Victory Lakes, NJ"
2476,Denver,,TRIANGLE,CO,22:00,1973-08-06,"Denver, CO"
2477,Kenosha,,DISK,WI,14:50,1973-08-10,"Kenosha, WI"
2478,West Hazleton,,DISK,PA,20:00,1973-08-12,"West Hazleton, PA"
2479,Mriemont,,OVAL,OH,23:30,1973-08-12,"Mriemont, OH"
2480,San Diego,,,CA,00:00,1973-08-15,"San Diego, CA"
2481,Phillipsburg,,DISK,NJ,19:00,1973-08-15,"Phillipsburg, NJ"
2482,Farmers Branch,,DISK,TX,20:00,1973-08-15,"Farmers Branch, TX"
2483,South China,,SPHERE,ME,21:00,1973-08-15,"South China, ME"
2484,Hudson,RED,TRIANGLE,KS,21:30,1973-08-15,"Hudson, KS"
